sqrt(2) = [ 1; (2) ]
sqrt(386) = [ 19; (1, 1, 1, 4, 1, 18, 1, 4, 1, 1, 1, 38) ]
sqrt(387) = [ 19; (1, 2, 19, 2, 1, 38) ]
sqrt(388) = [ 19; (1, 2, 3, 4, 12, 1, 8, 1, 12, 4, 3, 2, 1, 38) ]
sqrt(389) = [ 19; (1, 2, 1, 1, 1, 1, 2, 1, 38) ]
sqrt(390) = [ 19; (1, 2, 1, 38) ]
sqrt(391) = [ 19; (1, 3, 2, 2, 1, 1, 2, 19, 2, 1, 1, 2, 2, 3, 1, 38) ]
sqrt(392) = [ 19; (1, 3, 1, 38) ]
sqrt(393) = [ 19; (1, 4, 1, 2, 4, 1, 1, 1, 1, 12, 1, 1, 1, 1, 4, 2, 1, 4, 1, 38) ]
sqrt(394) = [ 19; (1, 5, 1, 1, 1, 3, 1, 3, 5, 2, 2, 5, 3, 1, 3, 1, 1, 1, 5, 1, 38) ]
sqrt(395) = [ 19; (1, 6, 1, 38) ]
sqrt(396) = [ 19; (1, 8, 1, 38) ]
sqrt(397) = [ 19; (1, 12, 3, 4, 9, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 9, 4, 3, 12, 1, 38) ]
sqrt(398) = [ 19; (1, 18, 1, 38) ]
sqrt(399) = [ 19; (1, 38) ]
sqrt(401) = [ 20; (40) ]
sqrt(402) = [ 20; (20, 40) ]
sqrt(403) = [ 20; (13, 2, 1, 3, 1, 3, 1, 2, 13, 40) ]
sqrt(404) = [ 20; (10, 40) ]
sqrt(405) = [ 20; (8, 40) ]
sqrt(406) = [ 20; (6, 1, 2, 4, 7, 1, 4, 1, 7, 4, 2, 1, 6, 40) ]
sqrt(407) = [ 20; (5, 1, 2, 1, 5, 40) ]
sqrt(408) = [ 20; (5, 40) ]
sqrt(409) = [ 20; (4, 2, 7, 1, 1, 1, 4, 2, 2, 13, 13, 2, 2, 4, 1, 1, 1, 7, 2, 4, 40) ]
sqrt(410) = [ 20; (4, 40) ]
sqrt(411) = [ 20; (3, 1, 1, 1, 19, 1, 1, 1, 3, 40) ]
sqrt(412) = [ 20; (3, 2, 1, 3, 1, 4, 3, 2, 13, 10, 13, 2, 3, 4, 1, 3, 1, 2, 3, 40) ]
sqrt(413) = [ 20; (3, 9, 1, 4, 1, 9, 3, 40) ]
sqrt(414) = [ 20; (2, 1, 7, 2, 7, 1, 2, 40) ]
sqrt(415) = [ 20; (2, 1, 2, 4, 6, 1, 1, 3, 1, 1, 6, 4, 2, 1, 2, 40) ]
sqrt(416) = [ 20; (2, 1, 1, 9, 1, 1, 2, 40) ]
sqrt(417) = [ 20; (2, 2, 1, 1, 1, 5, 4, 1, 12, 1, 4, 5, 1, 1, 1, 2, 2, 40) ]
sqrt(418) = [ 20; (2, 4, 20, 4, 2, 40) ]
sqrt(419) = [ 20; (2, 7, 1, 2, 3, 1, 2, 1, 19, 1, 2, 1, 3, 2, 1, 7, 2, 40) ]
sqrt(420) = [ 20; (2, 40) ]
sqrt(421) = [ 20; (1, 1, 13, 5, 1, 3, 1, 2, 1, 1, 1, 2, 9, 1, 7, 3, 3, 2, 2, 3, 3, 7, 1, 9, 2, 1, 1, 1, 2, 1, 3, 1, 5, 13, 1, 1, 40) ]
sqrt(422) = [ 20; (1, 1, 5, 2, 1, 3, 20, 3, 1, 2, 5, 1, 1, 40) ]
sqrt(423) = [ 20; (1, 1, 3, 4, 3, 1, 1, 40) ]
sqrt(424) = [ 20; (1, 1, 2, 4, 5, 1, 1, 1, 9, 1, 1, 1, 5, 4, 2, 1, 1, 40) ]
sqrt(425) = [ 20; (1, 1, 1, 1, 1, 1, 40) ]
sqrt(426) = [ 20; (1, 1, 1, 3, 2, 6, 2, 3, 1, 1, 1, 40) ]
sqrt(427) = [ 20; (1, 1, 1, 40) ]
sqrt(428) = [ 20; (1, 2, 4, 1, 5, 10, 5, 1, 4, 2, 1, 40) ]
sqrt(429) = [ 20; (1, 2, 2, 9, 1, 12, 1, 9, 2, 2, 1, 40) ]
sqrt(430) = [ 20; (1, 2, 1, 3, 1, 6, 8, 6, 1, 3, 1, 2, 1, 40) ]
sqrt(431) = [ 20; (1, 3, 5, 1, 2, 7, 1, 19, 1, 7, 2, 1, 5, 3, 1, 40) ]
sqrt(432) = [ 20; (1, 3, 1, 1, 1, 3, 1, 40) ]
sqrt(433) = [ 20; (1, 4, 4, 2, 2, 1, 3, 13, 1, 1, 1, 1, 13, 3, 1, 2, 2, 4, 4, 1, 40) ]
sqrt(434) = [ 20; (1, 4, 1, 40) ]
sqrt(435) = [ 20; (1, 5, 1, 40) ]
sqrt(436) = [ 20; (1, 7, 2, 1, 1, 1, 13, 3, 2, 2, 5, 1, 1, 4, 10, 4, 1, 1, 5, 2, 2, 3, 13, 1, 1, 1, 2, 7, 1, 40) ]
sqrt(437) = [ 20; (1, 9, 2, 9, 1, 40) ]
sqrt(438) = [ 20; (1, 12, 1, 40) ]
sqrt(439) = [ 20; (1, 19, 1, 40) ]
sqrt(440) = [ 20; (1, 40) ]
sqrt(442) = [ 21; (42) ]
sqrt(443) = [ 21; (21, 42) ]
sqrt(444) = [ 21; (14, 42) ]
sqrt(445) = [ 21; (10, 1, 1, 10, 42) ]
sqrt(446) = [ 21; (8, 2, 2, 1, 3, 1, 1, 20, 1, 1, 3, 1, 2, 2, 8, 42) ]
sqrt(447) = [ 21; (7, 42) ]
sqrt(448) = [ 21; (6, 42) ]
sqrt(449) = [ 21; (5, 3, 1, 1, 1, 7, 1, 5, 5, 1, 7, 1, 1, 1, 3, 5, 42) ]
sqrt(450) = [ 21; (4, 1, 2, 4, 2, 1, 4, 42) ]
sqrt(451) = [ 21; (4, 4, 2, 8, 21, 8, 2, 4, 4, 42) ]
sqrt(452) = [ 21; (3, 1, 5, 3, 10, 3, 5, 1, 3, 42) ]
sqrt(453) = [ 21; (3, 1, 1, 10, 14, 10, 1, 1, 3, 42) ]
sqrt(454) = [ 21; (3, 3, 1, 13, 2, 3, 2, 1, 1, 4, 6, 1, 7, 1, 1, 1, 20, 1, 1, 1, 7, 1, 6, 4, 1, 1, 2, 3, 2, 13, 1, 3, 3, 42) ]
sqrt(455) = [ 21; (3, 42) ]
sqrt(456) = [ 21; (2, 1, 4, 1, 2, 42) ]
sqrt(457) = [ 21; (2, 1, 1, 1, 5, 2, 13, 1, 3, 1, 4, 1, 1, 4, 1, 3, 1, 13, 2, 5, 1, 1, 1, 2, 42) ]
sqrt(458) = [ 21; (2, 2, 42) ]
sqrt(459) = [ 21; (2, 2, 1, 4, 21, 4, 1, 2, 2, 42) ]
sqrt(460) = [ 21; (2, 4, 3, 1, 2, 10, 2, 1, 3, 4, 2, 42) ]
sqrt(461) = [ 21; (2, 8, 10, 1, 1, 1, 1, 1, 1, 1, 1, 10, 8, 2, 42) ]
sqrt(462) = [ 21; (2, 42) ]
sqrt(463) = [ 21; (1, 1, 13, 1, 5, 4, 1, 1, 1, 1, 2, 2, 6, 1, 3, 21, 3, 1, 6, 2, 2, 1, 1, 1, 1, 4, 5, 1, 13, 1, 1, 42) ]
sqrt(464) = [ 21; (1, 1, 5, 1, 1, 1, 5, 1, 1, 42) ]
sqrt(465) = [ 21; (1, 1, 3, 2, 2, 2, 3, 1, 1, 42) ]
sqrt(466) = [ 21; (1, 1, 2, 2, 1, 2, 5, 1, 3, 1, 20, 1, 3, 1, 5, 2, 1, 2, 2, 1, 1, 42) ]
sqrt(467) = [ 21; (1, 1, 1, 1, 3, 3, 21, 3, 3, 1, 1, 1, 1, 42) ]
sqrt(468) = [ 21; (1, 1, 1, 2, 1, 1, 1, 42) ]
sqrt(469) = [ 21; (1, 1, 1, 10, 6, 10, 1, 1, 1, 42) ]
sqrt(470) = [ 21; (1, 2, 8, 2, 1, 42) ]
sqrt(471) = [ 21; (1, 2, 2, 1, 3, 4, 14, 4, 3, 1, 2, 2, 1, 42) ]
sqrt(472) = [ 21; (1, 2, 1, 1, 1, 4, 5, 4, 1, 1, 1, 2, 1, 42) ]
sqrt(473) = [ 21; (1, 2, 1, 42) ]
sqrt(474) = [ 21; (1, 3, 2, 1, 1, 1, 6, 1, 1, 1, 2, 3, 1, 42) ]
sqrt(475) = [ 21; (1, 3, 1, 6, 2, 6, 1, 3, 1, 42) ]
sqrt(476) = [ 21; (1, 4, 2, 10, 2, 4, 1, 42) ]
sqrt(477) = [ 21; (1, 5, 3, 1, 4, 10, 1, 2, 2, 4, 2, 2, 1, 10, 4, 1, 3, 5, 1, 42) ]
sqrt(478) = [ 21; (1, 6, 3, 4, 1, 1, 5, 1, 2, 3, 1, 1, 1, 1, 1, 13, 1, 20, 1, 13, 1, 1, 1, 1, 1, 3, 2, 1, 5, 1, 1, 4, 3, 6, 1, 42) ]
sqrt(479) = [ 21; (1, 7, 1, 3, 2, 21, 2, 3, 1, 7, 1, 42) ]
sqrt(480) = [ 21; (1, 9, 1, 42) ]
sqrt(481) = [ 21; (1, 13, 1, 1, 1, 4, 4, 1, 1, 1, 13, 1, 42) ]
sqrt(482) = [ 21; (1, 20, 1, 42) ]
sqrt(483) = [ 21; (1, 42) ]
sqrt(485) = [ 22; (44) ]
sqrt(486) = [ 22; (22, 44) ]
sqrt(487) = [ 22; (14, 1, 2, 4, 1, 1, 3, 2, 5, 1, 6, 1, 1, 21, 1, 1, 6, 1, 5, 2, 3, 1, 1, 4, 2, 1, 14, 44) ]
sqrt(488) = [ 22; (11, 44) ]
sqrt(489) = [ 22; (8, 1, 4, 1, 1, 1, 3, 2, 1, 2, 14, 2, 1, 2, 3, 1, 1, 1, 4, 1, 8, 44) ]
sqrt(490) = [ 22; (7, 2, 1, 4, 4, 4, 1, 2, 7, 44) ]
sqrt(491) = [ 22; (6, 3, 4, 8, 1, 1, 1, 2, 1, 1, 21, 1, 1, 2, 1, 1, 1, 8, 4, 3, 6, 44) ]
sqrt(492) = [ 22; (5, 1, 1, 10, 1, 1, 5, 44) ]
sqrt(493) = [ 22; (4, 1, 10, 3, 3, 10, 1, 4, 44) ]
sqrt(494) = [ 22; (4, 2, 2, 1, 2, 1, 2, 2, 4, 44) ]
sqrt(495) = [ 22; (4, 44) ]
sqrt(496) = [ 22; (3, 1, 2, 4, 1, 1, 2, 2, 2, 1, 1, 4, 2, 1, 3, 44) ]
sqrt(497) = [ 22; (3, 2, 2, 5, 6, 5, 2, 2, 3, 44) ]
sqrt(498) = [ 22; (3, 6, 22, 6, 3, 44) ]
sqrt(499) = [ 22; (2, 1, 21, 1, 2, 44) ]
sqrt(500) = [ 22; (2, 1, 3, 2, 1, 1, 10, 1, 1, 2, 3, 1, 2, 44) ]
sqrt(501) = [ 22; (2, 1, 1, 1, 1, 3, 8, 1, 2, 10, 1, 5, 2, 14, 2, 5, 1, 10, 2, 1, 8, 3, 1, 1, 1, 1, 2, 44) ]
sqrt(502) = [ 22; (2, 2, 7, 14, 1, 4, 22, 4, 1, 14, 7, 2, 2, 44) ]
sqrt(503) = [ 22; (2, 2, 1, 21, 1, 2, 2, 44) ]
sqrt(504) = [ 22; (2, 4, 2, 44) ]
sqrt(505) = [ 22; (2, 8, 2, 44) ]
sqrt(506) = [ 22; (2, 44) ]
sqrt(507) = [ 22; (1, 1, 14, 1, 1, 44) ]
sqrt(508) = [ 22; (1, 1, 5, 1, 14, 5, 1, 1, 3, 4, 1, 2, 1, 1, 1, 10, 1, 1, 1, 2, 1, 4, 3, 1, 1, 5, 14, 1, 5, 1, 1, 44) ]
sqrt(509) = [ 22; (1, 1, 3, 1, 1, 2, 10, 1, 8, 8, 1, 10, 2, 1, 1, 3, 1, 1, 44) ]
sqrt(510) = [ 22; (1, 1, 2, 1, 1, 44) ]
sqrt(511) = [ 22; (1, 1, 1, 1, 6, 1, 14, 4, 1, 21, 1, 4, 14, 1, 6, 1, 1, 1, 1, 44) ]
sqrt(512) = [ 22; (1, 1, 1, 2, 6, 11, 6, 2, 1, 1, 1, 44) ]
sqrt(513) = [ 22; (1, 1, 1, 5, 1, 4, 5, 2, 5, 4, 1, 5, 1, 1, 1, 44) ]
sqrt(514) = [ 22; (1, 2, 22, 2, 1, 44) ]
sqrt(515) = [ 22; (1, 2, 3, 1, 3, 1, 3, 2, 1, 44) ]
sqrt(516) = [ 22; (1, 2, 1, 1, 14, 1, 1, 2, 1, 44) ]
sqrt(517) = [ 22; (1, 2, 1, 4, 3, 3, 2, 10, 1, 14, 4, 14, 1, 10, 2, 3, 3, 4, 1, 2, 1, 44) ]
sqrt(518) = [ 22; (1, 3, 6, 3, 1, 44) ]
sqrt(519) = [ 22; (1, 3, 1, 1, 2, 1, 2, 3, 7, 3, 2, 1, 2, 1, 1, 3, 1, 44) ]
sqrt(520) = [ 22; (1, 4, 11, 4, 1, 44) ]
sqrt(521) = [ 22; (1, 4, 1, 2, 1, 2, 8, 1, 3, 3, 1, 8, 2, 1, 2, 1, 4, 1, 44) ]
sqrt(522) = [ 22; (1, 5, 1, 1, 4, 1, 1, 5, 1, 44) ]
sqrt(523) = [ 22; (1, 6, 1, 1, 1, 4, 2, 3, 14, 1, 21, 1, 14, 3, 2, 4, 1, 1, 1, 6, 1, 44) ]
sqrt(524) = [ 22; (1, 8, 5, 1, 1, 1, 1, 2, 1, 10, 1, 2, 1, 1, 1, 1, 5, 8, 1, 44) ]
sqrt(525) = [ 22; (1, 10, 2, 10, 1, 44) ]
sqrt(526) = [ 22; (1, 14, 3, 4, 1, 3, 2, 1, 3, 1, 8, 2, 1, 1, 2, 2, 6, 7, 2, 22, 2, 7, 6, 2, 2, 1, 1, 2, 8, 1, 3, 1, 2, 3, 1, 4, 3, 14, 1, 44) ]
sqrt(527) = [ 22; (1, 21, 1, 44) ]
sqrt(528) = [ 22; (1, 44) ]
sqrt(530) = [ 23; (46) ]
sqrt(531) = [ 23; (23, 46) ]
sqrt(532) = [ 23; (15, 2, 1, 4, 2, 4, 1, 2, 15, 46) ]
sqrt(533) = [ 23; (11, 1, 1, 11, 46) ]
sqrt(534) = [ 23; (9, 4, 1, 1, 22, 1, 1, 4, 9, 46) ]
sqrt(535) = [ 23; (7, 1, 2, 4, 1, 3, 1, 4, 2, 1, 7, 46) ]
sqrt(536) = [ 23; (6, 1, 1, 2, 5, 2, 1, 1, 6, 46) ]
sqrt(537) = [ 23; (5, 1, 3, 2, 1, 1, 1, 2, 1, 14, 1, 2, 1, 1, 1, 2, 3, 1, 5, 46) ]
sqrt(538) = [ 23; (5, 7, 1, 1, 7, 5, 46) ]
sqrt(539) = [ 23; (4, 1, 1, 1, 1, 1, 4, 46) ]
sqrt(540) = [ 23; (4, 4, 1, 10, 1, 4, 4, 46) ]
sqrt(541) = [ 23; (3, 1, 5, 1, 8, 2, 4, 1, 2, 3, 1, 1, 11, 15, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 15, 11, 1, 1, 3, 2, 1, 4, 2, 8, 1, 5, 1, 3, 46) ]
sqrt(542) = [ 23; (3, 1, 1, 3, 1, 1, 1, 22, 1, 1, 1, 3, 1, 1, 3, 46) ]
sqrt(543) = [ 23; (3, 3, 3, 1, 14, 1, 3, 3, 3, 46) ]
sqrt(544) = [ 23; (3, 11, 3, 46) ]
sqrt(545) = [ 23; (2, 1, 8, 1, 2, 46) ]
sqrt(546) = [ 23; (2, 1, 2, 1, 2, 46) ]
sqrt(547) = [ 23; (2, 1, 1, 2, 1, 2, 1, 7, 15, 2, 6, 5, 23, 5, 6, 2, 15, 7, 1, 2, 1, 2, 1, 1, 2, 46) ]
sqrt(548) = [ 23; (2, 2, 3, 1, 5, 1, 10, 1, 5, 1, 3, 2, 2, 46) ]
sqrt(549) = [ 23; (2, 3, 9, 11, 1, 1, 1, 1, 4, 1, 1, 1, 1, 11, 9, 3, 2, 46) ]
sqrt(550) = [ 23; (2, 4, 1, 2, 1, 1, 7, 4, 7, 1, 1, 2, 1, 4, 2, 46) ]
sqrt(551) = [ 23; (2, 8, 1, 8, 2, 46) ]
sqrt(552) = [ 23; (2, 46) ]
sqrt(553) = [ 23; (1, 1, 15, 5, 1, 4, 2, 1, 1, 3, 1, 2, 6, 2, 1, 3, 1, 1, 2, 4, 1, 5, 15, 1, 1, 46) ]
sqrt(554) = [ 23; (1, 1, 6, 4, 1, 1, 4, 6, 1, 1, 46) ]
sqrt(555) = [ 23; (1, 1, 3, 1, 3, 1, 1, 46) ]
sqrt(556) = [ 23; (1, 1, 2, 1, 1, 1, 3, 3, 2, 1, 5, 5, 15, 1, 1, 8, 1, 10, 1, 8, 1, 1, 15, 5, 5, 1, 2, 3, 3, 1, 1, 1, 2, 1, 1, 46) ]
sqrt(557) = [ 23; (1, 1, 1, 1, 46) ]
sqrt(558) = [ 23; (1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 46) ]
sqrt(559) = [ 23; (1, 1, 1, 4, 15, 1, 1, 4, 1, 2, 1, 4, 1, 1, 15, 4, 1, 1, 1, 46) ]
sqrt(560) = [ 23; (1, 1, 1, 46) ]
sqrt(561) = [ 23; (1, 2, 5, 1, 1, 2, 2, 2, 1, 1, 5, 2, 1, 46) ]
sqrt(562) = [ 23; (1, 2, 2, 2, 4, 1, 5, 1, 22, 1, 5, 1, 4, 2, 2, 2, 1, 46) ]
sqrt(563) = [ 23; (1, 2, 1, 2, 23, 2, 1, 2, 1, 46) ]
sqrt(564) = [ 23; (1, 2, 1, 46) ]
sqrt(565) = [ 23; (1, 3, 2, 1, 11, 5, 5, 11, 1, 2, 3, 1, 46) ]
sqrt(566) = [ 23; (1, 3, 1, 3, 1, 1, 8, 1, 22, 1, 8, 1, 1, 3, 1, 3, 1, 46) ]
sqrt(567) = [ 23; (1, 4, 3, 4, 1, 46) ]
sqrt(568) = [ 23; (1, 4, 1, 46) ]
sqrt(569) = [ 23; (1, 5, 1, 5, 9, 2, 1, 2, 3, 3, 2, 1, 2, 9, 5, 1, 5, 1, 46) ]
sqrt(570) = [ 23; (1, 6, 1, 46) ]
sqrt(571) = [ 23; (1, 8, 1, 1, 2, 1, 1, 1, 15, 3, 2, 1, 6, 7, 1, 4, 2, 3, 4, 2, 23, 2, 4, 3, 2, 4, 1, 7, 6, 1, 2, 3, 15, 1, 1, 1, 2, 1, 1, 8, 1, 46) ]
sqrt(572) = [ 23; (1, 10, 1, 46) ]
sqrt(573) = [ 23; (1, 14, 1, 46) ]
sqrt(574) = [ 23; (1, 22, 1, 46) ]
sqrt(575) = [ 23; (1, 46) ]
sqrt(577) = [ 24; (48) ]
sqrt(578) = [ 24; (24, 48) ]
sqrt(579) = [ 24; (16, 48) ]
sqrt(580) = [ 24; (12, 48) ]
sqrt(581) = [ 24; (9, 1, 1, 1, 1, 1, 3, 11, 1, 3, 2, 6, 2, 3, 1, 11, 3, 1, 1, 1, 1, 1, 9, 48) ]
sqrt(582) = [ 24; (8, 48) ]
sqrt(583) = [ 24; (6, 1, 7, 5, 4, 5, 7, 1, 6, 48) ]
sqrt(584) = [ 24; (6, 48) ]
sqrt(585) = [ 24; (5, 2, 1, 4, 1, 2, 5, 48) ]
sqrt(586) = [ 24; (4, 1, 4, 1, 1, 2, 1, 2, 7, 1, 2, 2, 1, 7, 2, 1, 2, 1, 1, 4, 1, 4, 48) ]
sqrt(587) = [ 24; (4, 2, 1, 1, 1, 1, 23, 1, 1, 1, 1, 2, 4, 48) ]
sqrt(588) = [ 24; (4, 48) ]
sqrt(589) = [ 24; (3, 1, 2, 2, 15, 1, 3, 9, 2, 4, 1, 11, 3, 6, 1, 1, 1, 1, 3, 2, 3, 1, 1, 1, 1, 6, 3, 11, 1, 4, 2, 9, 3, 1, 15, 2, 2, 1, 3, 48) ]
sqrt(590) = [ 24; (3, 2, 4, 2, 3, 48) ]
sqrt(591) = [ 24; (3, 4, 1, 1, 7, 1, 1, 4, 3, 48) ]
sqrt(592) = [ 24; (3, 48) ]
sqrt(593) = [ 24; (2, 1, 5, 2, 2, 1, 1, 2, 2, 5, 1, 2, 48) ]
sqrt(594) = [ 24; (2, 1, 2, 5, 24, 5, 2, 1, 2, 48) ]
sqrt(595) = [ 24; (2, 1, 1, 4, 1, 4, 1, 1, 2, 48) ]
sqrt(596) = [ 24; (2, 2, 2, 1, 1, 1, 6, 2, 1, 9, 12, 9, 1, 2, 6, 1, 1, 1, 2, 2, 2, 48) ]
sqrt(597) = [ 24; (2, 3, 3, 1, 3, 1, 2, 11, 1, 6, 16, 6, 1, 11, 2, 1, 3, 1, 3, 3, 2, 48) ]
sqrt(598) = [ 24; (2, 4, 1, 15, 2, 15, 1, 4, 2, 48) ]
sqrt(599) = [ 24; (2, 9, 3, 2, 1, 1, 3, 1, 6, 4, 1, 2, 1, 23, 1, 2, 1, 4, 6, 1, 3, 1, 1, 2, 3, 9, 2, 48) ]
sqrt(600) = [ 24; (2, 48) ]
sqrt(601) = [ 24; (1, 1, 15, 1, 5, 5, 3, 1, 1, 2, 1, 2, 2, 1, 9, 9, 1, 2, 2, 1, 2, 1, 1, 3, 5, 5, 1, 15, 1, 1, 48) ]
sqrt(602) = [ 24; (1, 1, 6, 1, 1, 48) ]
sqrt(603) = [ 24; (1, 1, 3, 1, 23, 1, 3, 1, 1, 48) ]
sqrt(604) = [ 24; (1, 1, 2, 1, 3, 2, 1, 1, 1, 1, 1, 4, 1, 5, 3, 9, 1, 1, 15, 1, 6, 12, 6, 1, 15, 1, 1, 9, 3, 5, 1, 4, 1, 1, 1, 1, 1, 2, 3, 1, 2, 1, 1, 48) ]
sqrt(605) = [ 24; (1, 1, 2, 11, 1, 8, 1, 11, 2, 1, 1, 48) ]
sqrt(606) = [ 24; (1, 1, 1, 1, 1, 1, 2, 1, 9, 8, 9, 1, 2, 1, 1, 1, 1, 1, 1, 48) ]
sqrt(607) = [ 24; (1, 1, 1, 3, 7, 1, 15, 1, 1, 4, 1, 23, 1, 4, 1, 1, 15, 1, 7, 3, 1, 1, 1, 48) ]
sqrt(608) = [ 24; (1, 1, 1, 11, 1, 1, 1, 48) ]
sqrt(609) = [ 24; (1, 2, 9, 1, 1, 6, 1, 1, 9, 2, 1, 48) ]
sqrt(610) = [ 24; (1, 2, 3, 5, 5, 3, 2, 1, 48) ]
sqrt(611) = [ 24; (1, 2, 1, 1, 4, 2, 1, 2, 4, 1, 1, 2, 1, 48) ]
sqrt(612) = [ 24; (1, 2, 1, 4, 1, 2, 1, 48) ]
sqrt(613) = [ 24; (1, 3, 6, 1, 4, 1, 1, 1, 3, 2, 11, 1, 15, 1, 1, 2, 2, 1, 1, 15, 1, 11, 2, 3, 1, 1, 1, 4, 1, 6, 3, 1, 48) ]
sqrt(614) = [ 24; (1, 3, 1, 1, 9, 2, 1, 4, 3, 1, 1, 2, 24, 2, 1, 1, 3, 4, 1, 2, 9, 1, 1, 3, 1, 48) ]
sqrt(615) = [ 24; (1, 3, 1, 48) ]
sqrt(616) = [ 24; (1, 4, 1, 1, 6, 1, 1, 4, 1, 48) ]
sqrt(617) = [ 24; (1, 5, 4, 2, 1, 6, 2, 2, 6, 1, 2, 4, 5, 1, 48) ]
sqrt(618) = [ 24; (1, 6, 8, 6, 1, 48) ]
sqrt(619) = [ 24; (1, 7, 3, 5, 4, 1, 3, 1, 2, 1, 1, 9, 2, 1, 1, 1, 15, 1, 23, 1, 15, 1, 1, 1, 2, 9, 1, 1, 2, 1, 3, 1, 4, 5, 3, 7, 1, 48) ]
sqrt(620) = [ 24; (1, 8, 1, 48) ]
sqrt(621) = [ 24; (1, 11, 2, 11, 1, 48) ]
sqrt(622) = [ 24; (1, 15, 1, 1, 1, 4, 1, 7, 2, 24, 2, 7, 1, 4, 1, 1, 1, 15, 1, 48) ]
sqrt(623) = [ 24; (1, 23, 1, 48) ]
sqrt(624) = [ 24; (1, 48) ]
sqrt(626) = [ 25; (50) ]
sqrt(627) = [ 25; (25, 50) ]
sqrt(628) = [ 25; (16, 1, 2, 5, 4, 2, 1, 2, 2, 3, 1, 3, 12, 3, 1, 3, 2, 2, 1, 2, 4, 5, 2, 1, 16, 50) ]
sqrt(629) = [ 25; (12, 1, 1, 12, 50) ]
sqrt(630) = [ 25; (10, 50) ]
sqrt(631) = [ 25; (8, 2, 1, 4, 1, 9, 4, 2, 6, 1, 2, 1, 2, 1, 1, 1, 1, 4, 2, 2, 2, 1, 16, 25, 16, 1, 2, 2, 2, 4, 1, 1, 1, 1, 2, 1, 2, 1, 6, 2, 4, 9, 1, 4, 1, 2, 8, 50) ]
sqrt(632) = [ 25; (7, 6, 7, 50) ]
sqrt(633) = [ 25; (6, 3, 1, 2, 2, 1, 1, 2, 16, 2, 1, 1, 2, 2, 1, 3, 6, 50) ]
sqrt(634) = [ 25; (5, 1, 1, 2, 1, 4, 3, 6, 1, 7, 1, 1, 7, 1, 6, 3, 4, 1, 2, 1, 1, 5, 50) ]
sqrt(635) = [ 25; (5, 50) ]
sqrt(636) = [ 25; (4, 1, 1, 3, 3, 12, 3, 3, 1, 1, 4, 50) ]
sqrt(637) = [ 25; (4, 5, 2, 1, 3, 1, 1, 12, 16, 1, 2, 1, 16, 12, 1, 1, 3, 1, 2, 5, 4, 50) ]
sqrt(638) = [ 25; (3, 1, 6, 2, 6, 1, 3, 50) ]
sqrt(639) = [ 25; (3, 1, 1, 2, 4, 4, 1, 4, 1, 4, 4, 2, 1, 1, 3, 50) ]
sqrt(640) = [ 25; (3, 2, 1, 4, 1, 11, 1, 4, 1, 2, 3, 50) ]
sqrt(641) = [ 25; (3, 6, 1, 9, 3, 1, 3, 1, 5, 1, 1, 5, 1, 3, 1, 3, 9, 1, 6, 3, 50) ]
sqrt(642) = [ 25; (2, 1, 24, 1, 2, 50) ]
sqrt(643) = [ 25; (2, 1, 3, 1, 16, 8, 2, 1, 1, 5, 25, 5, 1, 1, 2, 8, 16, 1, 3, 1, 2, 50) ]
sqrt(644) = [ 25; (2, 1, 1, 1, 6, 1, 1, 1, 2, 50) ]
sqrt(645) = [ 25; (2, 1, 1, 12, 10, 12, 1, 1, 2, 50) ]
sqrt(646) = [ 25; (2, 2, 2, 50) ]
sqrt(647) = [ 25; (2, 3, 2, 2, 1, 1, 4, 25, 4, 1, 1, 2, 2, 3, 2, 50) ]
sqrt(648) = [ 25; (2, 5, 6, 5, 2, 50) ]
sqrt(649) = [ 25; (2, 9, 1, 2, 3, 1, 1, 2, 1, 4, 1, 16, 6, 3, 4, 3, 6, 16, 1, 4, 1, 2, 1, 1, 3, 2, 1, 9, 2, 50) ]
sqrt(650) = [ 25; (2, 50) ]
sqrt(651) = [ 25; (1, 1, 16, 1, 1, 50) ]
sqrt(652) = [ 25; (1, 1, 6, 1, 3, 1, 3, 2, 5, 1, 16, 5, 1, 1, 1, 1, 2, 12, 2, 1, 1, 1, 1, 5, 16, 1, 5, 2, 3, 1, 3, 1, 6, 1, 1, 50) ]
sqrt(653) = [ 25; (1, 1, 4, 7, 12, 1, 1, 1, 3, 3, 1, 1, 1, 12, 7, 4, 1, 1, 50) ]
sqrt(654) = [ 25; (1, 1, 2, 1, 9, 1, 1, 16, 1, 1, 9, 1, 2, 1, 1, 50) ]
sqrt(655) = [ 25; (1, 1, 2, 5, 3, 2, 8, 10, 8, 2, 3, 5, 2, 1, 1, 50) ]
sqrt(656) = [ 25; (1, 1, 1, 1, 2, 1, 1, 1, 1, 50) ]
sqrt(657) = [ 25; (1, 1, 1, 2, 1, 1, 5, 1, 4, 1, 5, 1, 1, 2, 1, 1, 1, 50) ]
sqrt(658) = [ 25; (1, 1, 1, 6, 1, 1, 1, 50) ]
sqrt(659) = [ 25; (1, 2, 25, 2, 1, 50) ]
sqrt(660) = [ 25; (1, 2, 4, 2, 1, 50) ]
